电视剧名称,导演,主演,类型,制片国家/地区,年份,评分,评价人数
网络犯罪调查,阿莱克·斯迈特,帕特丽夏·阿奎特&&詹姆斯·范德比克&&宝娃&&查理·孔茨&&海莉·清子&&特德·丹森&&安吉拉·翠姆博&&McKenna Roberts&&莫莉·伯纳特&&Greg Cromer&&Tiffany Adams&&Ione Butler&&Elyse Cole&&Landall Goolsby&&Brian Groh,剧情&&犯罪,美国,2015,7.7,730
开心公寓,屠耀麟,计一彪&&黄浩&&许榕真&&舒悦&&吴爱艺,,中国大陆,2006,7.7,608
百花深处,曾晓欣,冯远征&&余少群&&左小青&&刘莉莉&&刘园园&&王琳&&路晨,剧情,中国大陆,2011,7.7,620
一路绕行,萨曼莎·比,杰森·琼斯&&娜塔莉·齐尔&&阿什莉·格拉西莫维奇&&Liam Carroll&&Mary Grill&&丹妮艾拉·皮内达&&菲尔·里夫斯&&达林·库珀&&Deja Dee,喜剧,美国,2016,7.7,500
情牵一线,安湃鹏·吉美诺,安妮·彤帕拉松&&Peter Corp Dyrendal&&普林·苏帕拉&&金伯莉·安妮·田舍利,剧情,泰国,2015,7.7,442
关西无极刀,陆涛,赵鸿飞&&沈傲君&&孙海英&&丁海峰&&吴婷&&杜志国&&杜雨露&&一真&&臧金生&&王大治&&刘涛&&李菁菁&&程思寒,剧情&&动作&&武侠&&古装,中国大陆,2003,7.7,257
天伦,庄伟建,郭蔼明&&邵仲衡&&黎姿&&关礼杰&&蔡少芬&&顾美华&&许绍雄&&张翼&&钟淑慧,,中国香港,1993,7.7,234
Stella,ÓskarThórAxelsson,海达·里德&&约翰内斯·豪克尔·约翰内森&&斯温·奥拉维尔·冈纳松&&莎拉·道格·阿斯盖尔斯杜提尔&&Þorsteinn Guðmundsson&&Kristín Lea&&Kristín Þóra Haraldsdóttir&&Bjarni Snæbjörnsson&&Hannes Óli Ágústsson&&于大伟&&Sigrún Edda Björnsdóttir&&Steinunn Ólína Þorsteinsdóttir,剧情&&惊悚&&犯罪,冰岛,2017,7.6,222
丘比特的诡计,帕金·康姆唯莱萨格,帕金·康姆唯莱萨格&&娜塔妮查·纳瓦塔纳瓦尼,剧情&&爱情,泰国,2017,7.7,220
桑尼明星梦,DavidTrainer,Demi Lovato&&Tiffany Thornton&&Sterling Knight&&Brandon Mychal Smith&&Doug Brochu&&Allisyn Ashley Arm,喜剧,美国,2010,7.7,157
母亲游戏：她们的阶级,冢原亚由子,木村文乃&&贯地谷栞&&长谷川京子&&安达祐实&&濑户康史&&冈田义德&&上地雄辅&&丰原功补&&室井滋&&龙雷太&&檀丽,剧情,日本,2015,7.6,5186
无名毒,塚原あゆ子,小泉孝太郎&&深田恭子&&真矢みき&&国仲涼子&&南沢奈央&&杉咲花&&江口のりこ&&ムロツヨシ&&高橋光臣&&平山浩行&&岡本玲&&森崎ウィン&&木野花&&本田博太郎&&平田満&&室井滋&&平幹二朗,剧情,日本,2013,7.6,3366
异度觉醒,大卫·斯雷德,詹森·艾萨克&&迪兰·明奈特&&劳拉·爱伦&&丹妮拉·玻芭迪拉&&维尔摩·瓦尔德拉玛,剧情&&科幻,美国,2012,7.6,2702
尸研所,迪尔幕德·劳伦斯,塔拉·菲茨杰拉德&&乌米·马萨库&&马克·巴泽利&&芬莱·罗伯特森&&基思·艾伦&&Sarah Patel,悬疑&&犯罪,英国,2011,7.6,1949
亲兄热弟,黄力加,张国立&&陈建斌&&邓婕&&陶虹&&刘燕军&&谭洋&&柳渊&&林永健,剧情&&家庭,中国大陆,2007,7.6,1680
深海鱼男,坪井敏雄,有田哲平&&本田翼&&贺来贤人&&吉村界人&&渊上泰史&&村上淳&&光石研,,日本,2017,7.6,1709
逝者之证,尼尔森·麦科米克,达娜·德拉尼,剧情&&犯罪,美国,2012,7.6,1501
嘻哈四重奏,卢正雨,卢正雨&&杨晴瑄&&钱志君&&姚文雪,,中国大陆,2012,7.6,1458
橘子郡男孩,IanToynton,本·麦肯锡&&亚当·布罗迪&&米莎·巴顿&&蕾切尔·比尔森,剧情&&喜剧&&爱情,美国,2005,7.6,1259
弄假成真,水谷俊之,中井贵一&&王菲&&仲间由纪惠&&中村俊介,,日本,,7.6,1066
青春六人行,徐熙娣,徐熙娣&&阿雅&&陈建州&&李威&&周群达&&吴佩文,剧情&&喜剧&&短片,中国台湾,2001,7.6,860
Y医生：外科医生加地秀树,山田勇人,胜村政信&&三浦贵大&&宮胁咲良&&米仓凉子&&岸部一德,,日本,2016,7.6,908
Stand,全镇洙,柳镇&&郑素敏&&李己雨&&河锡辰&&任时完&&朴俊琴&&金秀贤&&金艺媛&&郑基石&&金延宇&&高庚杓,喜剧&&家庭,韩国,2012,7.6,986
烈焰燃情,OhKritsada,提拉德·翁坡帕&&沃拉娜特·旺萨莞&&Ice Amena Gul&&Champ Chanatip&&Matthew Deane Chanthavanij&&阿丽莎拉·唐伯妮苏,剧情,泰国,2017,7.6,1030
女子无畏,VictorNelliJr.,凯蒂·史蒂文斯&&艾莎·迪伊&&梅格翰·法伊&&马特·沃德&&梅罗拉·哈丁&&山姆·佩吉&&Nikohl Boosheri&&史蒂芬·康拉德·摩尔&&伊娃·阿维拉&&丹·让诺特&&亚当·卡布里奥罗,剧情,美国,2017,7.6,971
嫉妒的密码,沃拉娜特·旺萨莞,沃拉娜特·旺萨莞&&帕塔拉鹏·辛巴拉占&&Arisa Will,剧情&&爱情&&惊悚,泰国,2007,7.6,670
红茶坊,王汝刚,王汝刚&&陈国庆&&许榕真&&龚仁龙&&吴爱艺&&陈国庆,,中国大陆,,7.6,555
武则天,李兆华,冯宝宝&&潘志文&&刘永&&曾伟权&&刘红芳&&江汉&&鲁振顺&&斑斑&&白韵琴,剧情&&传记&&历史&&古装,中国香港,1984,7.6,493
杨光的快乐生活6,杨议,杨议&&杨少华&&韩兆,,中国大陆,2009,7.6,471
春去春又回,李文,李宗翰&&戴娇倩&&连凯&&黄少祺&&江宏恩,剧情,中国大陆,2008,7.6,517
命定之爱,苏格拉瓦·卡那诺,苏格拉瓦·卡那诺&&乌萨玛妮 维泰雅浓,剧情,泰国,2007,7.6,509
圣天门口,张黎,段奕宏&&宋佳&&黄志忠&&袁文康&&柯蓝&&刘立伟&&练练&&程枫&&张志坚&&王庆祥&&黄品沅&&焦俊艳&&公磊&&裴兴雷&&甘露&&徐璐&&陈楚翰&&马小宁&&陶海&&王静&&陈小妹&&涂凌&&阚清子&&陈良,剧情&&历史&&战争,中国大陆,2012,7.6,537
超级甜甜圈,NeilGoldman,贾德·赫希&&凯特蕾·萨加尔&&Jermaine Fowler&&达里恩·希利斯-埃文斯&&Anna Baryshnikov&&Maz Jobrani&&大卫·科恩查内&&Rell Battle,喜剧,美国,2017,7.6,457
铁臂阿童木：起源,佐藤龙雄,中村悠一&&寺岛拓笃&&井上雄贵&&樱井孝宏&&小松未可子&&佐仓绫音&&河西健吾&&飞田展男&&南条爱乃&&斋贺光希,,日本,2017,7.6,398
要一起过吗?,尹昌范,韩智慧&&李尚禹&&柳东根&&张美姬&&朴善英&&吕会铉&&金权&&琴赛璐&&崔政宇&&金美京&&朴世婉&&姜成旭&&朴俊琴&&박철호&&金艺玲&&서연우&&황동주&&金允庆&&朴相勉&&崔大哲&&金宇赫&&李至勋&&Hong Seung Hwi&&李坎熙&&柳仁赫&&张成范&&郑采妍&&朴光贤&&南一祐&&崔宰诚&&李瀚伟,剧情&&爱情&&家庭,韩国,2018,7.6,420
狙魔女杰,EmilyAndras,Victor Atelevich&&凯瑟琳·巴雷尔&&Tamara Duarte&&多米尼克·普罗沃斯特-切克利&&蒂姆·罗尊&&梅兰妮·斯科洛凡诺,剧情&&动作&&悬疑&&惊悚&&西部&&奇幻,美国,2017,7.6,330
格拉德贝克人质事件,基里安·里霍夫,萨沙·亚历山大·吉尔萨克&&亚历山大·谢尔&&Marie Rosa Tietjen,剧情&&惊悚&&犯罪,德国,2018,7.6,321
红玫瑰黑玫瑰,朱翊,刘晓庆&&王姬&&王雅捷&&郑晓宁&&许圣楠&&朱茵&&源唯杰&&周诗璇&&孙思瀚&&刘洁&&高英&&华明伟&&王政钧&&曹毅&&张雯&&周晶晶&&张涵&&黄瑜洁&&徐海燕&&周浩&&谈天&&毕远晋&&程泓&&董波&&张立秋&&郁晓冬,,中国大陆,2010,7.6,201
河谷镇,K·J·阿帕,K·J·阿帕&&丽丽·莱因哈特&&卡米拉·门德斯&&科尔·斯普罗斯&&卡西·科特&&玛德莱娜·佩切&&梅晨·阿米克&&马利索·妮可&&斯基特·乌尔里奇&&马克·康苏斯&&卢克·贝里&&瓦妮莎·摩根&&艾什莉·默瑞&&马丁·库明斯&&查尔斯·梅尔顿&&娜塔莉·博尔特&&洛奇林·莫罗&&阿尔文·桑德斯&&德鲁·雷·坦纳&&乔丹·康纳&&罗宾·吉文斯&&彼特·布莱恩特&&科迪·基尔斯利&&提拉·斯考比&&特雷弗·斯泰恩斯&&香农·珀瑟&&乔纳森·怀特赛尔&&怀亚特·纳什&&哈特·丹顿&&布里特·摩根&&莫利·林沃德&&埃米利娅·巴拉纳茨&&亨德森·韦德,剧情&&悬疑&&犯罪,美国,2019,7.6,290
疯丫头,段丽阳,段丽阳&&盛利&&牛明晨,喜剧&&儿童,中国大陆,2010,7.6,95
舍得智慧讲堂,,,,中国香港,2017,7.6,92
唇齿之间,约翰·麦凯,露塔·格德米纳斯&&劳拉·弗雷泽,剧情&&同性,英国,2010,7.5,4419
代价,村上正典,小栗旬&&高梨临&&高桥努&&渊上泰史&&柳英里纱&&柳俊太郎&&堀部圭亮&&片冈礼子&&平田满&&石桥凌,剧情&&悬疑&&犯罪,日本,2016,7.5,3998
陨落星辰,卡尔·弗兰克林,马克西·奈特&&诺亚·怀尔&&穆恩·布拉得古德&&德鲁·罗伊&&赛切儿·加布埃尔&&威尔·帕顿&&康纳·杰斯普,动作&&科幻&&惊悚,美国,2012,7.5,2634
天地人,片岡敬司,妻夫木聪&&北村一辉&&城田优&&常盘贵子&&长泽雅美&&高岛政伸&&田中美佐子&&小泉孝太郎&&东干久&&小栗旬,剧情&&传记&&历史,日本,2009,7.5,2693
恋人,申宇哲,李瑞镇&&金廷恩&&赵灿,剧情,韩国,2006,7.5,1713
谜湖之巅,简·坎皮恩,伊丽莎白·莫斯&&霍利·亨特&&彼得·穆兰&&莎拉瓦伦塔尔&&Cohen Holloway&&大卫·文翰&&Thomas M. Wright,剧情&&悬疑,澳大利亚,2013,7.5,1869
名片游戏,木村尚,堤真一&&冈田将生&&大友花恋&&落合扶树&&柳百合菜&&河井青叶&&夏菜&&田口智朗&&堀部圭亮,剧情&&悬疑,日本,2017,7.5,1740
心网,刘婷,常宽&&梅婷&&满江,,中国大陆,2000,7.5,1190
西游记外传,贾士宏,贺永祥&&黑永宽&&赵元霞&&王淼,剧情&&喜剧&&奇幻&&古装&&黑色电影,中国大陆,1991,7.5,1136
老千,강신효,张赫&&韩艺瑟&&金民俊,,韩国,2008,7.5,1305
新的王者,山口雅俊,藤原龙也&&香川照之&&杉野遥亮&&武田玲奈&&夏菜&&泉里香&&芦名星&&真鱼&&野波麻帆&&石黑贤&&茂吕师冈&&山中崇&&中丸新将&&鹤见辰吾&&高桥玛莉润&&小关裕太&&八岛智人,剧情,日本,2019,7.5,1404
怪：天守物语,门田英彦,桑岛法子&&绿川光&&小野坂昌也&&山口胜平&&千叶纱子&&真山亚子&&盐屋浩三&&竹本英史&&今村直树&&镰田梢&&树元织江&&神田朱未&&坂元奈月&&吉仓万里&&平井启二&&鹿野优以&&藤本隆弘&&福原耕平&&森岳志&&中尾良平,剧情,日本,2006,7.5,1162
星际之门：宇宙,AndyMikita,Robert Carlyle&&David Blue&&Justin Louis&&Jamil Walker Smith&&Brian J. Smith,动作&&科幻&&冒险,美国,2009,7.5,1211
少女慈禧,李兆华,刘雪华&&麦翠娴&&彭文坚&&伍卫国&&王伟&&黄浩义,历史&&武侠&&古装,中国香港,1983,7.5,864
好日子,苏志燮,苏志燮&&金智媛,剧情&&短片,韩国,2014,7.5,793
梦幻天堂,李大为,明道&&李曼&&寇世勋&&罗晋&&徐熙颜&&舒耀瑄&&普超英,剧情&&爱情,中国大陆,2008,7.5,705
银狼怪奇事件簿,佐藤東彌,堂本光一&&寶生舞&&蟹江敬三&&三宅健&&井ノ原快彦&&秋山純&&宇梶剛士&&木村佳乃&&香取慎吾,,日本,1996,7.5,676
浪女大厨,吉尔·雷米兹,吉尔·雷米兹,喜剧,美国,2017,7.5,512
怒剑啸狂沙,庄伟建,关礼杰&&周海媚&&李家声&&汪明荃&&罗家英&&王伟,武侠&&古装,中国香港,1991,7.5,434
十三密杀令,张乾文,钱小豪&&张兆辉&&蔡少芬&&杨羚&&黄新&&罗乐林&&王伟&&张翼,剧情&&武侠,中国香港,1996,7.5,448
孽吻,潘嘉德,罗嘉良&&陶大宇&&郭蔼明,,中国香港,1993,7.5,435
魂断楼兰,王强,孙大川&&张晶&&宁静&&丁梦雨,悬疑&&惊悚,中国大陆,2004,7.5,413
心的唯一,提拉德·翁坡帕,提拉德·翁坡帕&&珍妮·提恩坡苏皖,剧情&&爱情,泰国,2005,7.5,328
晴朗家族,高橋陽一郎,石原里美&&岸谷五朗&&上野树里&&浅野优子&&绀野真昼&&上原多香子&&藤村志保&&森口博子&&锦户亮&&杉浦太阳,音乐&&家庭,日本,2003,7.5,182
审讯室：法国,弗雷德里克·默穆德,玛戈·巴席恩&&洛朗·吕卡&&Stéphane Jobert&&Anne Azoulay&&穆罕默德·阿列兹基&&萨拉·吉罗多&&纳塔莉·贝伊&&杰瑞米·雷乃,剧情&&悬疑&&惊悚&&犯罪,法国,2019,7.5,190
变质的爱,赖拉·邦雅淑,赖拉·邦雅淑&&普提查·克瑟辛&&凯瑟娅·英利,剧情&&爱情,泰国,2018,7.5,175
女友,KallieTenney,Katie Lynn Stoddard&&Skarlett Redd&&Anna Wyatt  &&Katy Erin&&Parker Shook,喜剧&&同性,美国,2017,7.5,105
烈爱伤痕,马宜中,张学友&&莫文蔚&&言承旭,剧情&&爱情,中国香港,2001,7.4,3648
布拉格恋人,申宇哲,全度妍&&金柱赫&&金民俊&&李先镐&&曹恩智&&张根硕&&尹世雅&&河正宇,爱情,韩国,2005,7.4,3426
宫本武蔵,兼崎凉介,木村拓哉&&香川照之&&真木阳子&&中谷美纪&&夏帆&&松田翔太&&西田敏行&&八千草薰&&高冈早纪&&泽村一树,剧情&&古装,日本,2014,7.4,3951
谜之转校生,长泽雅彦,中村苍&&本乡奏多&&樱井美南&&五十岚信次郎&&京野琴美&&荒木茂&&滨田麻里&&高野浩幸&&金山一彦&&宮里駿&&宇野爱海&&叶山奖之&&碓井将大&&樋井明日香&&户塚纯贵&&椎名琴音&&镰田小惠子&&杉咲花&&中野裕太&&河原さぶ,剧情,日本,2014,7.4,3427
谍影迷情,提姆·麦锡森,派珀·佩拉博&&克里斯托弗·戈勒姆&&卡瑞·玛切特&&彼得·盖勒,剧情&&动作&&犯罪,美国,2010,7.4,3386
政坛野兽,格里格·伯兰蒂,詹姆斯·沃克&&西格妮·韦弗&&塞巴斯蒂安·斯坦&&迪伦·贝克&&罗杰·巴特&&Shawn Gonzalez&&珍妮弗布特勒&&葛瑞芬·纽曼&&亚德里安·帕斯达&&卡拉·古奇诺&&塞伦·希德&&艾伦·伯斯汀,剧情,美国,2012,7.4,2885
三面夏娃,蔡萱,郑惠玉&&汤妙玲&&林梅娇&&沈金兴&&梁维东&&王昌黎&&洪慧芳&&沈晖濠&&金举拱&&王秀云&&梁田&&朱玉叶&&陈澍承&&金银姬&&李茵珠&&陈忠华&&张华民&&刘德强,剧情&&喜剧,新加坡,1991,7.4,1881
怪物小王子,中岛悟,大野智&&鹿贺丈史&&八岛智人&&松冈昌宏&&稻森泉&&川岛海荷&&津田宽治&&上岛龙兵&&崔洪万&&滨田龙臣,喜剧,日本,2010,7.4,2364
火炬木小组,贝瑞特·奈鲁利,约翰·巴罗曼&&伊芙·迈勒斯,剧情&&科幻,美国,2011,7.4,2184
争分夺秒,罗永贤,方中信&&陈豪&&蒙嘉慧&&谭耀文&&郑嘉颖,剧情,中国香港,2004,7.4,2042
麻辣婆媳,曾念平,归亚蕾&&鲁园&&何琳&&吴军忱&&曾宝仪&&朱玉荣&&林雨申&&贾妮,剧情&&家庭,中国大陆,2005,7.4,1788
体操男孩,松田礼人,山本裕典&&三浦翔平&&瀬戸康史&&大东骏介&&西岛隆弘&&冨浦智嗣&&柳下大&&贺来贤人,剧情&&运动,日本,2010,7.4,2025
蚁族的奋斗,戴冰,杨烁&&张铎&&刘天佐&&张佳宁&&王黎雯&&沈丹萍&&孙骁潇&&李光复&&李心敏&&李依玲&&丁嘉丽&&刘雨鑫&&斓曦,剧情&&爱情,中国大陆,2011,7.4,1749
绝密押运,孔笙,李晨&&王斑&&刘奕君&&赵子惠&&赵达&&孙洪涛&&嵇波&&孙磊&&李东翰&&谭歆柔&&黄宥明,剧情&&犯罪,中国大陆,2007,7.4,1602
公关小姐,黄加良,萨仁高娃&&张青&&袁玫&&高莲娜&&朱锦芳&&陈嫒&&章申&&陈贡&&夏宗佑&&陈继铭&&李锦雄&&尹国华&&张磊&&潘永汉&&陈雅芳&&李梦&&宜志红&&吴宗友&&范青&&王茜&&谭永年&&钱逸飞&&吴旗&&刘悔,剧情,中国大陆,1989,7.4,1068
大澳的天空,周华宇,陈松伶&&吴启华&&陈妙瑛&&吴美珩&&曹众&&阮兆祥&&林芷筠&&邓一君&&元华,剧情&&爱情&&家庭,中国香港,1997,7.5,996
两颗心都为了你,丘达帕·查恩凯特,马里奥·毛瑞尔&&敏·查莉达&&卡文·英玛诺泰&&Beauaf Savitree Suttichanond&&Pat Napapa Tanakul&&Freudonidas Chartpong,剧情&&爱情,泰国,2015,7.4,1277
恋爱中的女人,米兰达·鲍恩,罗里·金尼尔&&蕾切尔·斯特灵&&约瑟夫·马勒&&奥利维亚·格兰特&&裴淳华&&帕特里克·利斯特&&詹姆斯·亚历山大&&格兰特·斯旺比&&伊恩·温特&&莎卡亚·瑞丝&&肖恩·阿克&&查德·菲利普斯&&本·丹尼尔斯&&蒂娜莉·范·维克·鲁茨&&约瑟夫·肯尼迪&&塔米娅·维萨吉&&珍娜·邓斯特&&尼古拉斯·鲍林&&科林·莫斯&&罗里·阿克顿·伯内尔&&埃里卡·韦塞尔斯&&米歇尔·马克斯韦尔&&杰里米·克鲁齐利&&娜塔莎·罗琳&&罗珊妮·普伦蒂斯&&克里斯蒂娜·多尔特&&苏珊·丹福特&&尼古拉·明哈特,剧情,英国,2011,7.4,928
诡计多端,杰西达邦·福尔迪,杰西达邦·福尔迪&&拼塔安·阿孔萨妮,剧情&&爱情,泰国,2002,7.4,892
纽约风暴,冯柏源,吕良伟&&陈红&&胡兵&&陈孝萱,爱情&&悬疑&&犯罪,中国大陆,1996,7.4,630
妖女迷行,安娜·希尔克,安娜·希尔克&&佐伊·帕尔默&&克里斯·霍尔登-里德 Kris Holden-Ried&&瑞秋·斯盖顿&&里克·霍兰德&&David Amos&&埃曼妞·沃吉亚&&查瑞丝玛·卡朋特,恐怖&&犯罪&&奇幻,加拿大,2014,7.4,683
小情歌,MorganJonFox,Jordan Nichols&&Seth Daniel&&Leah Beth Bolton&&Chase Brother&&Ryan Masson,爱情&&同性,美国,2016,7.4,692
沙场点兵,孙晓光,侯勇&&任程伟&&潘雨辰&&高峰&&洪涛&&陶慧敏&&沙景昌,,中国大陆,2006,7.4,587
国门英雄,傅东育,李幼斌&&张志坚&&施京明&&高明&&史兰芽&&田子田&&是安,剧情,中国大陆,2011,7.4,618
玛赛拉,乔纳森·泰普兹,安娜·弗莱尔&&劳拉·卡尔迈克尔&&西妮德·库萨克&&尼娜·索珊娅&&哈里·劳埃德&&吉米·巴姆博&&梅芙·德莫迪&&雷·潘莎基,剧情&&惊悚&&犯罪,英国,2016,7.4,584
蓝色档案,澄丰,曾黎&&刘小锋&&张萌,剧情&&悬疑,中国大陆,2008,7.4,571
丑闻,汤姆·维里卡,凯丽·华盛顿&&凯特·巴特勒&&利卡多·查维拉&&杰萨琳·吉尔西格,剧情&&惊悚,美国,2017,7.4,590
卜案,王奕开,陈浩民&&任天野&&赵柯&&张世&&贺刚,剧情&&悬疑&&古装,中国大陆,2012,7.4,534
爱情上上签,余凌松,闫肃&&邓伦&&孙怡&&戴燕妮&&姜超&&李佳航&&王鑫尧&&雷鹏宇,剧情,中国大陆,2015,7.4,507
卡米拉,SpencerMaybee,伊莉丝·鲍曼&&娜塔莎·尼格瓦里斯&&Annie Briggs&&Kaitlyn Alexander,喜剧&&爱情&&奇幻,加拿大,2015,7.4,319
代号,郑大圣,乔任梁&&张恒&&祖峰&&焦刚&&吕星辰&&武强&&仁龙&&吉丽,剧情&&悬疑,中国大陆,2015,7.4,349
芙蓉诀,黎涛,郑曦&&郑媛元&&徐海乔&&石文中&&尤勇&&刘桦&&王乙竹&&何音,爱情&&古装,中国大陆,2015,7.4,354
夏威夷特勤组,布莱恩·斯派克,艾历克斯·奥洛林&&斯科特·凯恩&&伊恩·安东尼·代尔&&梅格汉·拉斯&&豪尔赫·加西亚&&比尤拉·寇尔&&泰勒·维利&&丹尼斯·陈&&齐·麦克布赖德&&马克·达卡斯考斯&&罗谢尔·阿耶斯&&杰克·科尔曼&&袁之正&&拉蒙特·汤普森&&Kimee Balmilero,剧情&&动作&&爱情&&同性&&犯罪,美国,2018,7.4,266
杨光的夏天,许瑞生,杨议&&韩兆&&杨少华&&马丽,剧情&&喜剧&&爱情&&家庭,中国大陆,2012,7.4,229
心之特许,帕丽茶·玛黑颂,帕丽茶·玛黑颂&&苏格拉瓦·卡那诺,爱情,泰国,2017,7.4,260
曼谷爱情故事之纯真,托萨提德·达尔坤托德,托萨提德·达尔坤托德&&Nattapol Diloknawarit&&娜露潘格慕·柴辛,爱情,泰国,2018,7.4,122
与魔鬼缔结契约之女,小林义则,菅野美穗&&玉木宏&&吉濑美智子&&唐泽寿明&&吉田钢太郎&&茂吕师冈&&泷泽沙织&&横山惠&&岩本多代,剧情&&悬疑&&犯罪,日本,2010,7.3,5636
决定不哭的日子,石川淳一,荣仓奈奈&&藤木直人&&要润&&五十岚隼士&&长谷川纯&&杏&&段田安则&&木村佳乃,剧情&&喜剧,日本,2010,7.3,4792
婚礼,郑海龙,张娜拉&&柳时元&&明世彬&&李贤宇,剧情&&爱情,韩国,2005,7.3,2683
外星邻居,道格·琼斯,道格·琼斯&&Jami Gertz&&Lenny Venito&&Simon Templeman&&Toks Olagundoye&&Max Charles&&Isabella Cramp&&Ian Patrick&&Clara Mamet&&Tim Jo,喜剧,美国,2012,7.3,3438
乔伊,PatrickMcKee,马特·勒布朗&&德瑞·德·玛泰&&安德利娅·安德斯&&保罗·卡斯坦佐&&詹妮佛·库里奇,喜剧&&爱情,美国,2004,7.3,2801
异邦警察,熊切和嘉,松田翔太&&滨野谦太&&柳泽慎吾&&康芳夫&&マリー,剧情&&动作,日本,2016,7.3,2516
贤内助女王,高东善,金南珠&&尹相铉&&吴智昊,喜剧&&爱情,韩国,2009,7.3,1880
我即黑夜,派蒂·杰金斯,克里斯·派恩&& 英迪娅·埃斯利&&利兰·奥瑟&&杰弗森·梅斯&&尤尔·瓦斯克斯&&贾斯汀·康维尔&&杰伊·保尔森&&高顿·布鲁克斯&&戴兰·史密斯&&康妮·尼尔森&&卡尔·弗兰克林,剧情&&悬疑,美国,2019,7.3,1841
上海，上海,毛卫宁,段奕宏&&吴秀波&&左小青&&赵峥&&王媛可&&杜志国&&万茜&&杨立新&&周璞&&午马&&朱泳腾&&王志华&&馨子&&刘洁&&陈彦妃&&高明&&张亮&&巫迪文,剧情&&爱情,中国大陆,2010,7.3,1467
偷拐抢骗,尼古拉斯·雷顿,鲁伯特·格林特&&多格雷·斯科特&&爱德·维斯特维克&&卢克·帕斯夸尼洛&&卢锡安·拉维斯科特&&菲比·黛内芙,喜剧&&犯罪,美国,2017,7.3,1588
派出所的故事,洪剑涛,范明&&洪剑涛&&姜超&&沙溢&&闫妮&&王磊,喜剧,中国大陆,2008,7.3,1282
江湖恩仇录,毛玉勤,东方闻樱&&李德利&&黄静&&陈萍&&李娜,武侠,中国大陆,1989,7.3,1140
幸福还有多远,姚晓峰,王志文&&梅婷&&佟大为&&初星一&&陈祉希&&巩峥&&关晓彤,剧情&&爱情,中国大陆,2008,7.3,1184
全能侦探,DamonThomas,史蒂芬·曼甘 &&达伦·博伊德&&海伦·巴克森代尔,剧情,英国,2012,7.3,1058
P.S.,吉田健,堂本光一&&濑户朝香&&樱井淳子&&上川隆也&&仲间由纪惠&&藤木直人&&堂本刚&&横山裕&&柴崎幸,,日本,1999,7.3,841
Thrill,河合勇人,山本耕史&&小出惠介&&小松菜奈&&真野惠里菜&&忍成修吾&&野波麻帆&&三浦诚己&&水上剑星&&高山侑子&&久保田悠来&&须藤理彩&&东根作寿英,剧情,日本,2017,7.3,796
别叫我兄弟,付宁,朱雨辰&&任重&&程媛媛&&姜妍&&方安娜&&周璞&&班赞&&彭杨&&陈瑾&&吴刚&&叶静&&石修&&丁勇岱&&余皑磊&&芮伟航&&张大礼,爱情,中国大陆,2014,7.3,817
